=============================
Job ID:       599228
Array Task:   12
Node:         evc20
GPU:          0
Start time:   Tue Apr 28 15:19:11 EDT 2026
=============================
Running: PCP HetNet r=1.5 s=3/i=3 --discrete
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6854 reward_min=-1.0994 reward_max=-0.4072
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6853 reward_min=-1.0973 reward_max=-0.4067
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8028 reward_min=-1.3579 reward_max=-0.3693
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7305 reward_global_std=0.1639
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6735 reward_min=-1.0722 reward_max=-0.4245
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6735 reward_min=-1.0721 reward_max=-0.4240
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6734 reward_min=-1.0720 reward_max=-0.4242
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7945 reward_min=-1.4135 reward_max=-0.3955
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7158 reward_global_std=0.1636
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6796 reward_min=-1.0281 reward_max=-0.3650
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6797 reward_min=-1.0289 reward_max=-0.3657
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6794 reward_min=-1.0295 reward_max=-0.3662
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7908 reward_min=-1.4307 reward_max=-0.3012
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7193 reward_global_std=0.1702
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6682 reward_min=-1.0611 reward_max=-0.4072
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6681 reward_min=-1.0595 reward_max=-0.4063
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6678 reward_min=-1.0584 reward_max=-0.4053
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8050 reward_min=-1.3303 reward_max=-0.3557
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7214 reward_global_std=0.1652
[HetNet] iter=1260/1500 steps=322560/384000 | pi_s=-0.0000 pi_i=0.0000 v=148.4801 ent_s=1.607 ent_i=1.609 ret=-57.301 ev_s_post=0.061 ev_i_post=0.063 r_s=1.000 r_i=1.000 
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6743 reward_min=-1.0253 reward_max=-0.3855
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6743 reward_min=-1.0265 reward_max=-0.3850
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6745 reward_min=-1.0773 reward_max=-0.3848
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8121 reward_min=-1.4497 reward_max=-0.4125
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7274 reward_global_std=0.1643
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6830 reward_min=-0.9940 reward_max=-0.3469
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6830 reward_min=-0.9952 reward_max=-0.3471
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6830 reward_min=-0.9973 reward_max=-0.3474
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8105 reward_min=-1.3622 reward_max=-0.3824
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7317 reward_global_std=0.1668
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6789 reward_min=-1.0210 reward_max=-0.4444
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6789 reward_min=-1.0218 reward_max=-0.4439
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6787 reward_min=-1.0225 reward_max=-0.4436
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8138 reward_min=-1.3707 reward_max=-0.3608
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7301 reward_global_std=0.1712
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6681 reward_min=-0.9684 reward_max=-0.4279
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6679 reward_min=-0.9689 reward_max=-0.4280
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6680 reward_min=-0.9693 reward_max=-0.4281
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8140 reward_min=-1.3645 reward_max=-0.3136
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7248 reward_global_std=0.1636
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6659 reward_min=-1.0985 reward_max=-0.4010
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6660 reward_min=-1.0989 reward_max=-0.4008
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6660 reward_min=-1.1000 reward_max=-0.4002
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7980 reward_min=-1.5794 reward_max=-0.2812
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7150 reward_global_std=0.1689
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6784 reward_min=-0.9967 reward_max=-0.4105
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6786 reward_min=-0.9954 reward_max=-0.4105
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6786 reward_min=-0.9944 reward_max=-0.4107
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8295 reward_min=-1.3430 reward_max=-0.3903
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7384 reward_global_std=0.1692
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6793 reward_min=-0.9739 reward_max=-0.3212
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6793 reward_min=-0.9724 reward_max=-0.3202
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6793 reward_min=-0.9716 reward_max=-0.3193
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8195 reward_min=-1.3601 reward_max=-0.3614
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7327 reward_global_std=0.1764
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6765 reward_min=-1.0281 reward_max=-0.3952
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6765 reward_min=-1.0272 reward_max=-0.3957
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6765 reward_min=-1.0257 reward_max=-0.3958
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8060 reward_min=-1.4288 reward_max=-0.3698
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7283 reward_global_std=0.1714
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6783 reward_min=-1.0109 reward_max=-0.3667
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6783 reward_min=-1.0104 reward_max=-0.3659
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6783 reward_min=-1.0100 reward_max=-0.3648
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8082 reward_min=-1.3785 reward_max=-0.3771
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7307 reward_global_std=0.1771
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6691 reward_min=-1.0598 reward_max=-0.4052
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6691 reward_min=-1.0594 reward_max=-0.4050
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6691 reward_min=-1.0597 reward_max=-0.4046
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7988 reward_min=-1.3669 reward_max=-0.3945
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7212 reward_global_std=0.1662
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6722 reward_min=-1.1123 reward_max=-0.3709
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6720 reward_min=-1.1121 reward_max=-0.3712
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6719 reward_min=-1.1121 reward_max=-0.3724
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7782 reward_min=-1.3532 reward_max=-0.3763
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7104 reward_global_std=0.1599
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6570 reward_min=-1.0402 reward_max=-0.2746
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6569 reward_min=-1.0402 reward_max=-0.2744
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6570 reward_min=-1.0392 reward_max=-0.2747
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7888 reward_min=-1.3155 reward_max=-0.4000
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7104 reward_global_std=0.1614
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6939 reward_min=-1.0637 reward_max=-0.4555
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6940 reward_min=-1.0636 reward_max=-0.4557
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6940 reward_min=-1.0625 reward_max=-0.4557
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8169 reward_min=-1.3675 reward_max=-0.3798
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7443 reward_global_std=0.1736
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6817 reward_min=-0.9865 reward_max=-0.4504
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6816 reward_min=-0.9853 reward_max=-0.4498
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6814 reward_min=-0.9844 reward_max=-0.4492
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7897 reward_min=-1.3590 reward_max=-0.3450
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7188 reward_global_std=0.1627
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6707 reward_min=-0.9624 reward_max=-0.3788
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6707 reward_min=-0.9639 reward_max=-0.3783
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6704 reward_min=-0.9657 reward_max=-0.3780
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7937 reward_min=-1.3634 reward_max=-0.3908
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7161 reward_global_std=0.1646
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6673 reward_min=-1.0146 reward_max=-0.3730
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6677 reward_min=-1.0145 reward_max=-0.3735
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6678 reward_min=-1.0150 reward_max=-0.3738
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8009 reward_min=-1.4598 reward_max=-0.3664
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7209 reward_global_std=0.1747
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6569 reward_min=-1.0190 reward_max=-0.3919
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6568 reward_min=-1.0180 reward_max=-0.3919
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6567 reward_min=-1.0167 reward_max=-0.3915
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7876 reward_min=-1.2710 reward_max=-0.2691
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7046 reward_global_std=0.1472
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6769 reward_min=-1.0292 reward_max=-0.3539
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6768 reward_min=-1.0295 reward_max=-0.3551
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6768 reward_min=-1.0297 reward_max=-0.3556
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7960 reward_min=-1.2867 reward_max=-0.3314
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7229 reward_global_std=0.1721
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6739 reward_min=-1.0234 reward_max=-0.3749
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6739 reward_min=-1.0217 reward_max=-0.3744
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6739 reward_min=-1.0203 reward_max=-0.3741
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7969 reward_min=-1.3980 reward_max=-0.3760
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7221 reward_global_std=0.1611
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6665 reward_min=-1.0226 reward_max=-0.4428
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6664 reward_min=-1.0240 reward_max=-0.4423
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6664 reward_min=-1.0251 reward_max=-0.4419
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7890 reward_min=-1.4191 reward_max=1.3887
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7142 reward_global_std=0.1781
[HetNet] iter=1280/1500 steps=327680/384000 | pi_s=-0.0000 pi_i=0.0000 v=150.5053 ent_s=1.604 ent_i=1.608 ret=-56.765 ev_s_post=0.045 ev_i_post=0.046 r_s=1.000 r_i=1.000 
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6841 reward_min=-1.0059 reward_max=-0.3602
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6841 reward_min=-1.0062 reward_max=-0.3601
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6843 reward_min=-1.0064 reward_max=-0.3600
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7859 reward_min=-1.3404 reward_max=-0.3586
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7208 reward_global_std=0.1612
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6812 reward_min=-1.0437 reward_max=-0.4223
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6810 reward_min=-1.0434 reward_max=-0.4230
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6812 reward_min=-1.0424 reward_max=-0.4234
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7994 reward_min=-1.3687 reward_max=-0.3677
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7266 reward_global_std=0.1597
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6828 reward_min=-1.0294 reward_max=-0.3786
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6828 reward_min=-1.0298 reward_max=-0.3789
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6828 reward_min=-1.0301 reward_max=-0.3796
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8016 reward_min=-1.3931 reward_max=-0.3429
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7302 reward_global_std=0.1680
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6959 reward_min=-1.0542 reward_max=-0.4314
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6959 reward_min=-1.0547 reward_max=-0.4315
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6958 reward_min=-1.0546 reward_max=-0.4320
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7972 reward_min=-1.4524 reward_max=-0.3816
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7311 reward_global_std=0.1626
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6808 reward_min=-1.0305 reward_max=-0.4001
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6808 reward_min=-1.0302 reward_max=-0.4009
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6809 reward_min=-1.0319 reward_max=-0.4015
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8026 reward_min=-1.3943 reward_max=-0.3820
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7275 reward_global_std=0.1646
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6825 reward_min=-1.0234 reward_max=-0.3412
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6826 reward_min=-1.0251 reward_max=-0.3418
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6826 reward_min=-1.0266 reward_max=-0.3422
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7976 reward_min=-1.3871 reward_max=-0.3319
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7289 reward_global_std=0.1660
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6735 reward_min=-0.9850 reward_max=-0.3965
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6735 reward_min=-0.9838 reward_max=-0.3967
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6735 reward_min=-0.9828 reward_max=-0.3969
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7957 reward_min=-1.2838 reward_max=-0.4153
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7203 reward_global_std=0.1666
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6734 reward_min=-1.0318 reward_max=-0.3873
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6734 reward_min=-1.0331 reward_max=-0.3874
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6734 reward_min=-1.0343 reward_max=-0.3877
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8012 reward_min=-1.4123 reward_max=-0.3635
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7254 reward_global_std=0.1660
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6655 reward_min=-1.0368 reward_max=-0.3761
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6656 reward_min=-1.0370 reward_max=-0.3770
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6656 reward_min=-1.0370 reward_max=-0.3770
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7894 reward_min=-1.2870 reward_max=-0.4289
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7136 reward_global_std=0.1595
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6766 reward_min=-0.9979 reward_max=-0.3785
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6766 reward_min=-0.9977 reward_max=-0.3783
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6766 reward_min=-0.9971 reward_max=-0.3778
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8293 reward_min=-1.4135 reward_max=-0.4064
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7389 reward_global_std=0.1687
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6775 reward_min=-1.0435 reward_max=-0.2655
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6773 reward_min=-1.0448 reward_max=-0.2648
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6773 reward_min=-1.0464 reward_max=-0.2644
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7934 reward_min=-1.4281 reward_max=-0.3320
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7209 reward_global_std=0.1721
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6588 reward_min=-1.0130 reward_max=-0.3725
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6588 reward_min=-1.0140 reward_max=-0.3716
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6587 reward_min=-1.0154 reward_max=-0.3706
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7935 reward_min=-1.4905 reward_max=-0.3841
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7101 reward_global_std=0.1653
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6704 reward_min=-0.9920 reward_max=-0.3656
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6704 reward_min=-0.9926 reward_max=-0.3657
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6706 reward_min=-0.9934 reward_max=-0.3662
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7927 reward_min=-1.4255 reward_max=-0.3233
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7144 reward_global_std=0.1669
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6707 reward_min=-1.0387 reward_max=-0.2580
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6708 reward_min=-1.0391 reward_max=-0.2581
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6706 reward_min=-1.0404 reward_max=-0.2583
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8386 reward_min=-1.3802 reward_max=-0.3846
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7409 reward_global_std=0.1812
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6717 reward_min=-1.0068 reward_max=-0.3877
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6720 reward_min=-1.0072 reward_max=-0.3880
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6720 reward_min=-1.0101 reward_max=-0.3871
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8113 reward_min=-1.3449 reward_max=-0.3287
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7285 reward_global_std=0.1710
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6797 reward_min=-1.0015 reward_max=-0.3522
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6797 reward_min=-1.0019 reward_max=-0.3529
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6796 reward_min=-1.0030 reward_max=-0.3535
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7981 reward_min=-1.4221 reward_max=-0.3945
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7210 reward_global_std=0.1656
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6707 reward_min=-0.9919 reward_max=-0.4332
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6706 reward_min=-0.9938 reward_max=-0.4333
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6705 reward_min=-0.9958 reward_max=-0.4341
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7816 reward_min=-1.4337 reward_max=-0.3254
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7085 reward_global_std=0.1599
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6771 reward_min=-1.0406 reward_max=-0.3916
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6770 reward_min=-1.0393 reward_max=-0.3922
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6770 reward_min=-1.0379 reward_max=-0.3931
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7939 reward_min=-1.4876 reward_max=-0.3233
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7215 reward_global_std=0.1680
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6773 reward_min=-0.9459 reward_max=-0.2971
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6774 reward_min=-0.9463 reward_max=-0.2983
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6774 reward_min=-0.9475 reward_max=-0.2996
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8092 reward_min=-1.3629 reward_max=-0.3610
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7295 reward_global_std=0.1723
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6934 reward_min=-1.0509 reward_max=-0.3645
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6934 reward_min=-1.0514 reward_max=-0.3642
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6932 reward_min=-1.0520 reward_max=-0.3641
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7998 reward_min=-1.3484 reward_max=-0.3810
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7302 reward_global_std=0.1743
[HetNet] iter=1300/1500 steps=332800/384000 | pi_s=-0.0000 pi_i=-0.0000 v=154.7206 ent_s=1.605 ent_i=1.608 ret=-58.078 ev_s_post=0.056 ev_i_post=0.056 r_s=1.000 r_i=1.000 
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6813 reward_min=-1.1785 reward_max=-0.3908
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6814 reward_min=-1.1793 reward_max=-0.3912
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6813 reward_min=-1.1816 reward_max=-0.3918
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7768 reward_min=-1.5509 reward_max=-0.3814
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7137 reward_global_std=0.1622
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6855 reward_min=-1.0466 reward_max=-0.3821
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6855 reward_min=-1.0450 reward_max=-0.3824
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6854 reward_min=-1.0435 reward_max=-0.3827
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7943 reward_min=-1.4308 reward_max=-0.3629
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7246 reward_global_std=0.1737
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6677 reward_min=-1.1354 reward_max=-0.3875
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6677 reward_min=-1.1346 reward_max=-0.3879
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6679 reward_min=-1.1333 reward_max=-0.3880
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8090 reward_min=-1.4880 reward_max=-0.3658
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7239 reward_global_std=0.1658
